comment_sentence_id,class,category,comment_sentence,partition,instance_type,outlier
128,BaseCommand,Parameters,wrapped with begin and commit .,0,1,0
128,BaseCommand,Summary,wrapped with begin and commit .,0,0,0
128,BaseCommand,Usage,wrapped with begin and commit .,0,0,0
129,BaseCommand,DevelopmentNotes,default value is,0,0,0
129,BaseCommand,Expand,default value is,0,0,0
129,BaseCommand,Parameters,default value is,1,1,0
129,BaseCommand,Summary,default value is,0,0,0
129,BaseCommand,Usage,default value is,0,0,0
130,BaseCommand,DevelopmentNotes,false .,1,0,0
130,BaseCommand,Expand,false .,1,0,0
130,BaseCommand,Parameters,false .,1,1,0
130,BaseCommand,Summary,false .,0,0,0
130,BaseCommand,Usage,false .,1,0,0
131,BaseCommand,DevelopmentNotes,requires migrations checks,0,0,0
131,BaseCommand,Expand,requires migrations checks,0,0,0
131,BaseCommand,Parameters,requires migrations checks,0,1,0
131,BaseCommand,Summary,requires migrations checks,0,0,0
131,BaseCommand,Usage,requires migrations checks,0,0,0
132,BaseCommand,DevelopmentNotes,"a boolean if true , the command prints a warning if the set of",1,0,0
132,BaseCommand,Expand,"a boolean if true , the command prints a warning if the set of",1,0,0
132,BaseCommand,Parameters,"a boolean if true , the command prints a warning if the set of",1,1,0
132,BaseCommand,Summary,"a boolean if true , the command prints a warning if the set of",0,0,0
132,BaseCommand,Usage,"a boolean if true , the command prints a warning if the set of",1,0,0
133,BaseCommand,DevelopmentNotes,migrations on disk don t match the migrations in the database.,0,0,0
133,BaseCommand,Expand,migrations on disk don t match the migrations in the database.,0,0,0
133,BaseCommand,Parameters,migrations on disk don t match the migrations in the database.,0,1,0
133,BaseCommand,Summary,migrations on disk don t match the migrations in the database.,0,0,0
133,BaseCommand,Usage,migrations on disk don t match the migrations in the database.,0,0,0
134,BaseCommand,DevelopmentNotes,requires system checks,1,0,0
134,BaseCommand,Expand,requires system checks,1,0,0
134,BaseCommand,Parameters,requires system checks,1,1,0
134,BaseCommand,Summary,requires system checks,0,0,0
134,BaseCommand,Usage,requires system checks,1,0,0
135,BaseCommand,DevelopmentNotes,"a boolean if true , entire django project will be checked for errors",0,0,0
135,BaseCommand,Expand,"a boolean if true , entire django project will be checked for errors",0,0,0
135,BaseCommand,Parameters,"a boolean if true , entire django project will be checked for errors",0,1,0
135,BaseCommand,Summary,"a boolean if true , entire django project will be checked for errors",0,0,0
135,BaseCommand,Usage,"a boolean if true , entire django project will be checked for errors",0,0,0
136,BaseCommand,DevelopmentNotes,prior to executing the command.,1,0,0
136,BaseCommand,Expand,prior to executing the command.,0,0,0
136,BaseCommand,Parameters,prior to executing the command.,0,1,0
136,BaseCommand,Summary,prior to executing the command.,0,0,0
136,BaseCommand,Usage,prior to executing the command.,1,0,0
138,BaseCommand,DevelopmentNotes,to validate an individual application s models,0,0,0
138,BaseCommand,Expand,to validate an individual application s models,0,0,0
138,BaseCommand,Parameters,to validate an individual application s models,0,1,0
138,BaseCommand,Summary,to validate an individual application s models,0,0,0
138,BaseCommand,Usage,to validate an individual application s models,0,0,0
139,BaseCommand,DevelopmentNotes,"rather than all applications models, call",1,0,0
139,BaseCommand,Expand,"rather than all applications models, call",0,0,0
139,BaseCommand,Parameters,"rather than all applications models, call",1,1,0
139,BaseCommand,Summary,"rather than all applications models, call",0,0,0
139,BaseCommand,Usage,"rather than all applications models, call",1,0,0
140,BaseCommand,DevelopmentNotes,"self^check app configs from handle , where app configs",0,0,0
140,BaseCommand,Expand,"self^check app configs from handle , where app configs",0,0,0
140,BaseCommand,Parameters,"self^check app configs from handle , where app configs",0,1,0
140,BaseCommand,Summary,"self^check app configs from handle , where app configs",0,0,0
140,BaseCommand,Usage,"self^check app configs from handle , where app configs",0,0,0
141,BaseCommand,DevelopmentNotes,is the list of application s configuration provided by the,1,0,0
141,BaseCommand,Expand,is the list of application s configuration provided by the,0,0,0
141,BaseCommand,Parameters,is the list of application s configuration provided by the,1,1,0
141,BaseCommand,Summary,is the list of application s configuration provided by the,0,0,0
141,BaseCommand,Usage,is the list of application s configuration provided by the,1,0,0
142,BaseCommand,DevelopmentNotes,app registry.,0,0,0
142,BaseCommand,Expand,app registry.,0,0,0
142,BaseCommand,Parameters,app registry.,0,1,0
142,BaseCommand,Summary,app registry.,0,0,0
142,BaseCommand,Usage,app registry.,0,0,0
201,BaseDatabaseSchemaEditor,DevelopmentNotes,this class and its subclasses are responsible for emitting schema changing,0,1,0
201,BaseDatabaseSchemaEditor,Expand,this class and its subclasses are responsible for emitting schema changing,0,0,0
201,BaseDatabaseSchemaEditor,Parameters,this class and its subclasses are responsible for emitting schema changing,0,0,0
201,BaseDatabaseSchemaEditor,Summary,this class and its subclasses are responsible for emitting schema changing,0,1,0
201,BaseDatabaseSchemaEditor,Usage,this class and its subclasses are responsible for emitting schema changing,0,0,0
202,BaseDatabaseSchemaEditor,DevelopmentNotes,"statements to the databases model creation removal alteration, field",0,1,0
202,BaseDatabaseSchemaEditor,Expand,"statements to the databases model creation removal alteration, field",0,0,0
202,BaseDatabaseSchemaEditor,Parameters,"statements to the databases model creation removal alteration, field",0,0,0
202,BaseDatabaseSchemaEditor,Summary,"statements to the databases model creation removal alteration, field",0,1,0
202,BaseDatabaseSchemaEditor,Usage,"statements to the databases model creation removal alteration, field",1,0,0
203,BaseDatabaseSchemaEditor,DevelopmentNotes,"renaming, index fiddling, and so on.",0,1,0
203,BaseDatabaseSchemaEditor,Expand,"renaming, index fiddling, and so on.",0,0,0
203,BaseDatabaseSchemaEditor,Parameters,"renaming, index fiddling, and so on.",0,0,0
203,BaseDatabaseSchemaEditor,Summary,"renaming, index fiddling, and so on.",0,1,0
203,BaseDatabaseSchemaEditor,Usage,"renaming, index fiddling, and so on.",0,0,0
210,BaseExpression,DevelopmentNotes,base class for all query expressions.,0,0,0
210,BaseExpression,Expand,base class for all query expressions.,0,0,0
210,BaseExpression,Parameters,base class for all query expressions.,0,0,0
210,BaseExpression,Summary,base class for all query expressions.,0,1,0
210,BaseExpression,Usage,base class for all query expressions.,1,0,0
212,BaseUpdateView,DevelopmentNotes,base view for updating an existing object.,0,0,0
212,BaseUpdateView,Expand,base view for updating an existing object.,0,0,0
212,BaseUpdateView,Parameters,base view for updating an existing object.,0,0,0
212,BaseUpdateView,Summary,base view for updating an existing object.,0,1,0
212,BaseUpdateView,Usage,base view for updating an existing object.,1,0,0
213,BaseUpdateView,DevelopmentNotes,using this base class requires subclassing to provide a response mixin.,0,1,0
213,BaseUpdateView,Expand,using this base class requires subclassing to provide a response mixin.,0,0,0
213,BaseUpdateView,Parameters,using this base class requires subclassing to provide a response mixin.,0,0,0
213,BaseUpdateView,Summary,using this base class requires subclassing to provide a response mixin.,0,0,0
213,BaseUpdateView,Usage,using this base class requires subclassing to provide a response mixin.,0,0,0
216,BaseYearArchiveView,DevelopmentNotes,list of objects published in a given year.,0,0,0
216,BaseYearArchiveView,Expand,list of objects published in a given year.,0,0,0
216,BaseYearArchiveView,Parameters,list of objects published in a given year.,0,0,0
216,BaseYearArchiveView,Summary,list of objects published in a given year.,0,1,0
216,BaseYearArchiveView,Usage,list of objects published in a given year.,0,0,0
218,BCryptSHA256PasswordHasher,DevelopmentNotes,secure password hashing using the bcrypt algorithm recommended,0,0,0
218,BCryptSHA256PasswordHasher,Expand,secure password hashing using the bcrypt algorithm recommended,0,0,0
218,BCryptSHA256PasswordHasher,Parameters,secure password hashing using the bcrypt algorithm recommended,0,0,0
218,BCryptSHA256PasswordHasher,Summary,secure password hashing using the bcrypt algorithm recommended,0,1,0
218,BCryptSHA256PasswordHasher,Usage,secure password hashing using the bcrypt algorithm recommended,0,0,0
219,BCryptSHA256PasswordHasher,DevelopmentNotes,this is considered by many to be the most secure algorithm but you,0,0,0
219,BCryptSHA256PasswordHasher,Expand,this is considered by many to be the most secure algorithm but you,0,0,0
219,BCryptSHA256PasswordHasher,Parameters,this is considered by many to be the most secure algorithm but you,0,0,0
219,BCryptSHA256PasswordHasher,Summary,this is considered by many to be the most secure algorithm but you,0,0,0
219,BCryptSHA256PasswordHasher,Usage,this is considered by many to be the most secure algorithm but you,0,1,0
220,BCryptSHA256PasswordHasher,DevelopmentNotes,must first install the bcrypt library.,0,0,0
220,BCryptSHA256PasswordHasher,Expand,must first install the bcrypt library.,0,0,0
220,BCryptSHA256PasswordHasher,Parameters,must first install the bcrypt library.,0,0,0
220,BCryptSHA256PasswordHasher,Summary,must first install the bcrypt library.,0,0,0
220,BCryptSHA256PasswordHasher,Usage,must first install the bcrypt library.,0,1,0
227,BoundWidget,DevelopmentNotes,a container class used for iterating over widgets.,0,0,0
227,BoundWidget,Expand,a container class used for iterating over widgets.,0,0,0
227,BoundWidget,Parameters,a container class used for iterating over widgets.,0,0,0
227,BoundWidget,Summary,a container class used for iterating over widgets.,0,1,0
227,BoundWidget,Usage,a container class used for iterating over widgets.,0,0,0
228,BoundWidget,DevelopmentNotes,this is useful for,0,1,0
228,BoundWidget,Expand,this is useful for,0,0,0
228,BoundWidget,Parameters,this is useful for,0,0,0
228,BoundWidget,Summary,this is useful for,0,0,0
228,BoundWidget,Usage,this is useful for,0,0,0
229,BoundWidget,DevelopmentNotes,widgets that have choices.,0,1,0
229,BoundWidget,Expand,widgets that have choices.,0,0,0
229,BoundWidget,Parameters,widgets that have choices.,0,0,0
229,BoundWidget,Summary,widgets that have choices.,0,0,0
229,BoundWidget,Usage,widgets that have choices.,0,0,0
230,BoundWidget,DevelopmentNotes,"for example, the following can be used in a",0,0,0
230,BoundWidget,Expand,"for example, the following can be used in a",0,0,0
230,BoundWidget,Parameters,"for example, the following can be used in a",0,0,0
230,BoundWidget,Summary,"for example, the following can be used in a",0,0,0
230,BoundWidget,Usage,"for example, the following can be used in a",0,1,0
231,BoundWidget,DevelopmentNotes,template,0,0,0
231,BoundWidget,Expand,template,0,0,0
231,BoundWidget,Parameters,template,0,0,0
231,BoundWidget,Summary,template,0,0,0
231,BoundWidget,Usage,template,0,1,0
232,BoundWidget,DevelopmentNotes,% for radio in myform^beatles %,0,0,0
232,BoundWidget,Expand,% for radio in myform^beatles %,0,0,0
232,BoundWidget,Parameters,% for radio in myform^beatles %,0,0,0
232,BoundWidget,Summary,% for radio in myform^beatles %,0,0,0
232,BoundWidget,Usage,% for radio in myform^beatles %,0,1,0
233,BoundWidget,DevelopmentNotes,label for radio^id for label,0,0,0
233,BoundWidget,Expand,label for radio^id for label,0,0,0
233,BoundWidget,Parameters,label for radio^id for label,0,0,0
233,BoundWidget,Summary,label for radio^id for label,0,0,0
233,BoundWidget,Usage,label for radio^id for label,0,1,0
234,BoundWidget,DevelopmentNotes,radio^choice label,0,0,0
234,BoundWidget,Expand,radio^choice label,0,0,0
234,BoundWidget,Parameters,radio^choice label,0,0,0
234,BoundWidget,Summary,radio^choice label,0,0,0
234,BoundWidget,Usage,radio^choice label,0,1,0
235,BoundWidget,DevelopmentNotes,span class radio radio^tag span,0,0,0
235,BoundWidget,Expand,span class radio radio^tag span,0,0,0
235,BoundWidget,Parameters,span class radio radio^tag span,0,0,0
235,BoundWidget,Summary,span class radio radio^tag span,0,0,0
235,BoundWidget,Usage,span class radio radio^tag span,0,1,0
236,BoundWidget,DevelopmentNotes,label,0,0,0
236,BoundWidget,Expand,label,0,0,0
236,BoundWidget,Parameters,label,0,0,0
236,BoundWidget,Summary,label,0,0,0
236,BoundWidget,Usage,label,0,1,0
237,BoundWidget,DevelopmentNotes,% endfor %,0,0,0
237,BoundWidget,Expand,% endfor %,0,0,0
237,BoundWidget,Parameters,% endfor %,0,0,0
237,BoundWidget,Summary,% endfor %,0,0,0
237,BoundWidget,Usage,% endfor %,0,1,0
249,CacheHandler,DevelopmentNotes,a cache handler to manage access to cache instances.,0,0,0
249,CacheHandler,Expand,a cache handler to manage access to cache instances.,0,0,0
249,CacheHandler,Parameters,a cache handler to manage access to cache instances.,0,0,0
